time_ms,takeoff,urm_is_reliable,air_gps_hour,air_gps_minute,air_gps_second,air_gps_centisecond,air_gps_latitude_deg,air_gps_longitude,air_gps_altitude_m,air_gps_groundspeed_ms,air_gps_heading_deg,filtered_bmp_altitude_m,filtered_urm_altitude_m,filtered_airspeed_ms,air_bmp_pressure_hPa,air_bmp_temperature_deg,air_bmp_altitude_m,air_sdp_differentialPressure_Pa,air_sdp_airspeed_ms,air_AoA_angle_deg,air_AoS_angle_deg,ics_angle,fslg_is_alive,fslg_bno_qw,fslg_bno_qx,fslg_bno_qy,fslg_bno_qz,fslg_bno_roll,fslg_bno_pitch,fslg_bno_yaw,fslg_lsm_roll,fslg_lsm_pitch,fslg_lsm_yaw,fslg_bmp_pressure_hPa,fslg_temperature_deg,fslg_bmp_altitude_m,fslg_bno_accx_mss,fslg_bno_accy_mss,fslg_bno_accz_mss,fslg_lsm_accx_mss,fslg_lsm_accy_mss,fslg_lsm_accz_mss,bno_cal_system,bno_cal_gyro,bno_cal_accel,bno_cal_mag,under_is_alive,under_bmp_pressure_hPa,under_bmp_temperature_deg,under_bmp_altitude_m,under_urm_altitude_m,under_tsd20_altitude_m
2280,42.87045028,10.33958724,4.889305816,0.996247655,-1.339587242,-2.118198874,-6.789868668,-9.904315197,-13.01876173,-16.13320826,-19.24765478,-22.36210131,-25.47654784,-28.59099437,-30.97129456,-33.35159475,-35.73189493,-38.11219512,-40.49249531,-42.8727955,-45.25309568,-47.63339587,-50.01369606,-52.39399625,-54.77429644,-57.15459662,-59.53489681,-61.915197,-64.29549719,-66.67579737,-69.05609756,-71.43639775,-73.81669794,-76.19699812,-78.57729831,-80.9575985,-83.33789869,-85.71819887,-88.09849906,-90.47879925,-92.85909944,-95.23939962,-97.61969981,-100,-102.3803002,-104.7606004,-107.1409006,-109.5212008,-111.9015009,-114.2818011,-116.6621013,-119.0424015
2290,43.06247655,10.36772983,4.891181989,0.979362101,-1.367729831,-2.150093809,-6.844277674,-9.973733583,-13.10318949,-16.2326454,-19.36210131,-22.49155722,-25.62101313,-28.75046904,-31.14212008,-33.53377111,-35.92542214,-38.31707317,-40.7087242,-43.10037523,-45.49202627,-47.8836773,-50.27532833,-52.66697936,-55.05863039,-57.45028143,-59.84193246,-62.23358349,-64.62523452,-67.01688555,-69.40853659,-71.80018762,-74.19183865,-76.58348968,-78.97514071,-81.36679174,-83.75844278,-86.15009381,-88.54174484,-90.93339587,-93.3250469,-95.71669794,-98.10834897,-100.5,-102.891651,-105.2833021,-107.6749531,-110.0666041,-112.4582552,-114.8499062,-117.2415572,-119.6332083
2300,43.25450281,10.39587242,4.893058161,0.962476548,-1.39587242,-2.181988743,-6.898686679,-10.04315197,-13.18761726,-16.33208255,-19.47654784,-22.62101313,-25.76547842,-28.90994371,-31.31294559,-33.71594747,-36.11894934,-38.52195122,-40.9249531,-43.32795497,-45.73095685,-48.13395872,-50.5369606,-52.93996248,-55.34296435,-57.74596623,-60.14896811,-62.55196998,-64.95497186,-67.35797373,-69.76097561,-72.16397749,-74.56697936,-76.96998124,-79.37298311,-81.77598499,-84.17898687,-86.58198874,-88.98499062,-91.3879925,-93.79099437,-96.19399625,-98.59699812,-101,-103.4030019,-105.8060038,-108.2090056,-110.6120075,-113.0150094,-115.4180113,-117.8210131,-120.224015
2310,43.44652908,10.42401501,4.894934334,0.945590994,-1.424015009,-2.213883677,-6.953095685,-10.11257036,-13.27204503,-16.4315197,-19.59099437,-22.75046904,-25.90994371,-29.06941839,-31.48377111,-33.89812383,-36.31247655,-38.72682927,-41.14118199,-43.55553471,-45.96988743,-48.38424015,-50.79859287,-53.21294559,-55.62729831,-58.04165103,-60.45600375,-62.87035647,-65.28470919,-67.69906191,-70.11341463,-72.52776735,-74.94212008,-77.3564728,-79.77082552,-82.18517824,-84.59953096,-87.01388368,-89.4282364,-91.84258912,-94.25694184,-96.67129456,-99.08564728,-101.5,-103.9143527,-106.3287054,-108.7430582,-111.1574109,-113.5717636,-115.9861163,-118.400469,-120.8148218
2320,43.63855535,10.4521576,4.896810507,0.928705441,-1.452157598,-2.245778612,-7.00750469,-10.18198874,-13.3564728,-16.53095685,-19.7054409,-22.87992495,-26.05440901,-29.22889306,-31.65459662,-34.08030019,-36.50600375,-38.93170732,-41.35741088,-43.78311445,-46.20881801,-48.63452158,-51.06022514,-53.48592871,-55.91163227,-58.33733583,-60.7630394,-63.18874296,-65.61444653,-68.04015009,-70.46585366,-72.89155722,-75.31726079,-77.74296435,-80.16866792,-82.59437148,-85.02007505,-87.44577861,-89.87148218,-92.29718574,-94.72288931,-97.14859287,-99.57429644,-102,-104.4257036,-106.8514071,-109.2771107,-111.7028143,-114.1285178,-116.5542214,-118.979925,-121.4056285
2330,43.83058161,10.48030019,4.898686679,0.911819887,-1.480300188,-2.277673546,-7.061913696,-10.25140713,-13.44090056,-16.630394,-19.81988743,-23.00938086,-26.1988743,-29.38836773,-31.82542214,-34.26247655,-36.69953096,-39.13658537,-41.57363977,-44.01069418,-46.44774859,-48.884803,-51.32185741,-53.75891182,-56.19596623,-58.63302064,-61.07007505,-63.50712946,-65.94418386,-68.38123827,-70.81829268,-73.25534709,-75.6924015,-78.12945591,-80.56651032,-83.00356473,-85.44061914,-87.87767355,-90.31472795,-92.75178236,-95.18883677,-97.62589118,-100.0629456,-102.5,-104.9370544,-107.3741088,-109.8111632,-112.2482176,-114.685272,-117.1223265,-119.5593809,-121.9964353
2340,44.02260788,10.50844278,4.900562852,0.894934334,-1.508442777,-2.30956848,-7.116322702,-10.32082552,-13.52532833,-16.72983114,-19.93433396,-23.13883677,-26.34333959,-29.5478424,-31.99624765,-34.44465291,-36.89305816,-39.34146341,-41.78986867,-44.23827392,-46.68667917,-49.13508443,-51.58348968,-54.03189493,-56.48030019,-58.92870544,-61.37711069,-63.82551595,-66.2739212,-68.72232645,-71.17073171,-73.61913696,-76.06754221,-78.51594747,-80.96435272,-83.41275797,-85.86116323,-88.30956848,-90.75797373,-93.20637899,-95.65478424,-98.10318949,-100.5515947,-103,-105.4484053,-107.8968105,-110.3452158,-112.793621,-115.2420263,-117.6904315,-120.1388368,-122.587242
2350,44.21463415,10.53658537,4.902439024,0.87804878,-1.536585366,-2.341463415,-7.170731707,-10.3902439,-13.6097561,-16.82926829,-20.04878049,-23.26829268,-26.48780488,-29.70731707,-32.16707317,-34.62682927,-37.08658537,-39.54634146,-42.00609756,-44.46585366,-46.92560976,-49.38536585,-51.84512195,-54.30487805,-56.76463415,-59.22439024,-61.68414634,-64.14390244,-66.60365854,-69.06341463,-71.52317073,-73.98292683,-76.44268293,-78.90243902,-81.36219512,-83.82195122,-86.28170732,-88.74146341,-91.20121951,-93.66097561,-96.12073171,-98.5804878,-101.0402439,-103.5,-105.9597561,-108.4195122,-110.8792683,-113.3390244,-115.7987805,-118.2585366,-120.7182927,-123.1780488
2360,44.40666041,10.56472795,4.904315197,0.861163227,-1.564727955,-2.373358349,-7.225140713,-10.45966229,-13.69418386,-16.92870544,-20.16322702,-23.39774859,-26.63227017,-29.86679174,-32.33789869,-34.80900563,-37.28011257,-39.75121951,-42.22232645,-44.6934334,-47.16454034,-49.63564728,-52.10675422,-54.57786116,-57.04896811,-59.52007505,-61.99118199,-64.46228893,-66.93339587,-69.40450281,-71.87560976,-74.3467167,-76.81782364,-79.28893058,-81.76003752,-84.23114447,-86.70225141,-89.17335835,-91.64446529,-94.11557223,-96.58667917,-99.05778612,-101.5288931,-104,-106.4711069,-108.9422139,-111.4133208,-113.8844278,-116.3555347,-118.8266417,-121.2977486,-123.7688555
2370,44.59868668,10.59287054,4.90619137,0.844277674,-1.592870544,-2.405253283,-7.279549719,-10.52908068,-13.77861163,-17.02814259,-20.27767355,-23.5272045,-26.77673546,-30.02626642,-32.5087242,-34.99118199,-37.47363977,-39.95609756,-42.43855535,-44.92101313,-47.40347092,-49.88592871,-52.36838649,-54.85084428,-57.33330206,-59.81575985,-62.29821764,-64.78067542,-67.26313321,-69.74559099,-72.22804878,-74.71050657,-77.19296435,-79.67542214,-82.15787992,-84.64033771,-87.1227955,-89.60525328,-92.08771107,-94.57016886,-97.05262664,-99.53508443,-102.0175422,-104.5,-106.9824578,-109.4649156,-111.9473734,-114.4298311,-116.9122889,-119.3947467,-121.8772045,-124.3596623
2380,44.79071295,10.62101313,4.908067542,0.82739212,-1.621013133,-2.437148218,-7.333958724,-10.59849906,-13.8630394,-17.12757974,-20.39212008,-23.65666041,-26.92120075,-30.18574109,-32.67954972,-35.17335835,-37.66716698,-40.16097561,-42.65478424,-45.14859287,-47.6424015,-50.13621013,-52.63001876,-55.12382739,-57.61763602,-60.11144465,-62.60525328,-65.09906191,-67.59287054,-70.08667917,-72.5804878,-75.07429644,-77.56810507,-80.0619137,-82.55572233,-85.04953096,-87.54333959,-90.03714822,-92.53095685,-95.02476548,-97.51857411,-100.0123827,-102.5061914,-105,-107.4938086,-109.9876173,-112.4814259,-114.9752345,-117.4690432,-119.9628518,-122.4566604,-124.950469
2390,44.98273921,10.64915572,4.909943715,0.810506567,-1.649155722,-2.469043152,-7.38836773,-10.66791745,-13.94746717,-17.22701689,-20.5065666,-23.78611632,-27.06566604,-30.34521576,-32.85037523,-35.35553471,-37.86069418,-40.36585366,-42.87101313,-45.37617261,-47.88133208,-50.38649156,-52.89165103,-55.39681051,-57.90196998,-60.40712946,-62.91228893,-65.41744841,-67.92260788,-70.42776735,-72.93292683,-75.4380863,-77.94324578,-80.44840525,-82.95356473,-85.4587242,-87.96388368,-90.46904315,-92.97420263,-95.4793621,-97.98452158,-100.4896811,-102.9948405,-105.5,-108.0051595,-110.5103189,-113.0154784,-115.5206379,-118.0257974,-120.5309568,-123.0361163,-125.5412758
2400,45.17476548,10.67729831,4.911819887,0.793621013,-1.677298311,-2.500938086,-7.442776735,-10.73733583,-14.03189493,-17.32645403,-20.62101313,-23.91557223,-27.21013133,-30.50469043,-33.02120075,-35.53771107,-38.05422139,-40.57073171,-43.08724203,-45.60375235,-48.12026266,-50.63677298,-53.1532833,-55.66979362,-58.18630394,-60.70281426,-63.21932458,-65.7358349,-68.25234522,-70.76885553,-73.28536585,-75.80187617,-78.31838649,-80.83489681,-83.35140713,-85.86791745,-88.38442777,-90.90093809,-93.41744841,-95.93395872,-98.45046904,-100.9669794,-103.4834897,-106,-108.5165103,-111.0330206,-113.549531,-116.0660413,-118.5825516,-121.0990619,-123.6155722,-126.1320826
2410,45.36679174,10.7054409,4.91369606,0.77673546,-1.705440901,-2.532833021,-7.497185741,-10.80675422,-14.1163227,-17.42589118,-20.73545966,-24.04502814,-27.35459662,-30.6641651,-33.19202627,-35.71988743,-38.24774859,-40.77560976,-43.30347092,-45.83133208,-48.35919325,-50.88705441,-53.41491557,-55.94277674,-58.4706379,-60.99849906,-63.52636023,-66.05422139,-68.58208255,-71.10994371,-73.63780488,-76.16566604,-78.6935272,-81.22138837,-83.74924953,-86.27711069,-88.80497186,-91.33283302,-93.86069418,-96.38855535,-98.91641651,-101.4442777,-103.9721388,-106.5,-109.0278612,-111.5557223,-114.0835835,-116.6114447,-119.1393058,-121.667167,-124.1950281,-126.7228893
2420,45.55881801,10.73358349,4.915572233,0.759849906,-1.73358349,-2.564727955,-7.551594747,-10.87617261,-14.20075047,-17.52532833,-20.84990619,-24.17448405,-27.49906191,-30.82363977,-33.36285178,-35.90206379,-38.4412758,-40.9804878,-43.51969981,-46.05891182,-48.59812383,-51.13733583,-53.67654784,-56.21575985,-58.75497186,-61.29418386,-63.83339587,-66.37260788,-68.91181989,-71.45103189,-73.9902439,-76.52945591,-79.06866792,-81.60787992,-84.14709193,-86.68630394,-89.22551595,-91.76472795,-94.30393996,-96.84315197,-99.38236398,-101.921576,-104.460788,-107,-109.539212,-112.078424,-114.617636,-117.156848,-119.69606,-122.235272,-124.7744841,-127.3136961
2430,45.75084428,10.76172608,4.917448405,0.742964353,-1.761726079,-2.596622889,-7.606003752,-10.94559099,-14.28517824,-17.62476548,-20.96435272,-24.30393996,-27.6435272,-30.98311445,-33.5336773,-36.08424015,-38.634803,-41.18536585,-43.73592871,-46.28649156,-48.83705441,-51.38761726,-53.93818011,-56.48874296,-59.03930582,-61.58986867,-64.14043152,-66.69099437,-69.24155722,-71.79212008,-74.34268293,-76.89324578,-79.44380863,-81.99437148,-84.54493433,-87.09549719,-89.64606004,-92.19662289,-94.74718574,-97.29774859,-99.84831144,-102.3988743,-104.9494371,-107.5,-110.0505629,-112.6011257,-115.1516886,-117.7022514,-120.2528143,-122.8033771,-125.35394,-127.9045028
2440,45.94287054,10.78986867,4.919324578,0.726078799,-1.789868668,-2.628517824,-7.660412758,-11.01500938,-14.369606,-17.72420263,-21.07879925,-24.43339587,-27.7879925,-31.14258912,-33.70450281,-36.26641651,-38.82833021,-41.3902439,-43.9521576,-46.51407129,-49.07598499,-51.63789869,-54.19981238,-56.76172608,-59.32363977,-61.88555347,-64.44746717,-67.00938086,-69.57129456,-72.13320826,-74.69512195,-77.25703565,-79.81894934,-82.38086304,-84.94277674,-87.50469043,-90.06660413,-92.62851782,-95.19043152,-97.75234522,-100.3142589,-102.8761726,-105.4380863,-108,-110.5619137,-113.1238274,-115.6857411,-118.2476548,-120.8095685,-123.3714822,-125.9333959,-128.4953096
2450,46.13489681,10.81801126,4.92120075,0.709193246,-1.818011257,-2.660412758,-7.714821764,-11.08442777,-14.45403377,-17.82363977,-21.19324578,-24.56285178,-27.93245779,-31.30206379,-33.87532833,-36.44859287,-39.02185741,-41.59512195,-44.16838649,-46.74165103,-49.31491557,-51.88818011,-54.46144465,-57.03470919,-59.60797373,-62.18123827,-64.75450281,-67.32776735,-69.90103189,-72.47429644,-75.04756098,-77.62082552,-80.19409006,-82.7673546,-85.34061914,-87.91388368,-90.48714822,-93.06041276,-95.6336773,-98.20694184,-100.7802064,-103.3534709,-105.9267355,-108.5,-111.0732645,-113.6465291,-116.2197936,-118.7930582,-121.3663227,-123.9395872,-126.5128518,-129.0861163
2460,46.32692308,10.84615385,4.923076923,0.692307692,-1.846153846,-2.692307692,-7.769230769,-11.15384615,-14.53846154,-17.92307692,-21.30769231,-24.69230769,-28.07692308,-31.46153846,-34.04615385,-36.63076923,-39.21538462,-41.8,-44.38461538,-46.96923077,-49.55384615,-52.13846154,-54.72307692,-57.30769231,-59.89230769,-62.47692308,-65.06153846,-67.64615385,-70.23076923,-72.81538462,-75.4,-77.98461538,-80.56923077,-83.15384615,-85.73846154,-88.32307692,-90.90769231,-93.49230769,-96.07692308,-98.66153846,-101.2461538,-103.8307692,-106.4153846,-109,-111.5846154,-114.1692308,-116.7538462,-119.3384615,-121.9230769,-124.5076923,-127.0923077,-129.6769231
2470,46.51894934,10.87429644,4.924953096,0.675422139,-1.874296435,-2.724202627,-7.823639775,-11.22326454,-14.62288931,-18.02251407,-21.42213884,-24.8217636,-28.22138837,-31.62101313,-34.21697936,-36.81294559,-39.40891182,-42.00487805,-44.60084428,-47.19681051,-49.79277674,-52.38874296,-54.98470919,-57.58067542,-60.17664165,-62.77260788,-65.36857411,-67.96454034,-70.56050657,-73.1564728,-75.75243902,-78.34840525,-80.94437148,-83.54033771,-86.13630394,-88.73227017,-91.3282364,-93.92420263,-96.52016886,-99.11613508,-101.7121013,-104.3080675,-106.9040338,-109.5,-112.0959662,-114.6919325,-117.2878987,-119.8838649,-122.4798311,-125.0757974,-127.6717636,-130.2677298
2480,46.71097561,10.90243902,4.926829268,0.658536585,-1.902439024,-2.756097561,-7.87804878,-11.29268293,-14.70731707,-18.12195122,-21.53658537,-24.95121951,-28.36585366,-31.7804878,-34.38780488,-36.99512195,-39.60243902,-42.2097561,-44.81707317,-47.42439024,-50.03170732,-52.63902439,-55.24634146,-57.85365854,-60.46097561,-63.06829268,-65.67560976,-68.28292683,-70.8902439,-73.49756098,-76.10487805,-78.71219512,-81.3195122,-83.92682927,-86.53414634,-89.14146341,-91.74878049,-94.35609756,-96.96341463,-99.57073171,-102.1780488,-104.7853659,-107.3926829,-110,-112.6073171,-115.2146341,-117.8219512,-120.4292683,-123.0365854,-125.6439024,-128.2512195,-130.8585366
2490,46.90300188,10.93058161,4.928705441,0.641651032,-1.930581614,-2.787992495,-7.932457786,-11.36210131,-14.79174484,-18.22138837,-21.65103189,-25.08067542,-28.51031895,-31.93996248,-34.55863039,-37.17729831,-39.79596623,-42.41463415,-45.03330206,-47.65196998,-50.2706379,-52.88930582,-55.50797373,-58.12664165,-60.74530957,-63.36397749,-65.9826454,-68.60131332,-71.21998124,-73.83864916,-76.45731707,-79.07598499,-81.69465291,-84.31332083,-86.93198874,-89.55065666,-92.16932458,-94.7879925,-97.40666041,-100.0253283,-102.6439962,-105.2626642,-107.8813321,-110.5,-113.1186679,-115.7373358,-118.3560038,-120.9746717,-123.5933396,-126.2120075,-128.8306754,-131.4493433
2500,47.09502814,10.9587242,4.930581614,0.624765478,-1.958724203,-2.81988743,-7.986866792,-11.4315197,-14.87617261,-18.32082552,-21.76547842,-25.21013133,-28.65478424,-32.09943715,-34.72945591,-37.35947467,-39.98949343,-42.6195122,-45.24953096,-47.87954972,-50.50956848,-53.13958724,-55.769606,-58.39962477,-61.02964353,-63.65966229,-66.28968105,-68.91969981,-71.54971857,-74.17973734,-76.8097561,-79.43977486,-82.06979362,-84.69981238,-87.32983114,-89.95984991,-92.58986867,-95.21988743,-97.84990619,-100.479925,-103.1099437,-105.7399625,-108.3699812,-111,-113.6300188,-116.2600375,-118.8900563,-121.520075,-124.1500938,-126.7801126,-129.4101313,-132.0401501
2510,47.28705441,10.98686679,4.932457786,0.607879925,-1.986866792,-2.851782364,-8.041275797,-11.50093809,-14.96060038,-18.42026266,-21.87992495,-25.33958724,-28.79924953,-32.25891182,-34.90028143,-37.54165103,-40.18302064,-42.82439024,-45.46575985,-48.10712946,-50.74849906,-53.38986867,-56.03123827,-58.67260788,-61.31397749,-63.95534709,-66.5967167,-69.2380863,-71.87945591,-74.52082552,-77.16219512,-79.80356473,-82.44493433,-85.08630394,-87.72767355,-90.36904315,-93.01041276,-95.65178236,-98.29315197,-100.9345216,-103.5758912,-106.2172608,-108.8586304,-111.5,-114.1413696,-116.7827392,-119.4241088,-122.0654784,-124.706848,-127.3482176,-129.9895872,-132.6309568
2520,47.47908068,11.01500938,4.934333959,0.590994371,-2.015009381,-2.883677298,-8.095684803,-11.57035647,-15.04502814,-18.51969981,-21.99437148,-25.46904315,-28.94371482,-32.41838649,-35.07110694,-37.72382739,-40.37654784,-43.02926829,-45.68198874,-48.33470919,-50.98742964,-53.64015009,-56.29287054,-58.94559099,-61.59831144,-64.25103189,-66.90375235,-69.5564728,-72.20919325,-74.8619137,-77.51463415,-80.1673546,-82.82007505,-85.4727955,-88.12551595,-90.7782364,-93.43095685,-96.0836773,-98.73639775,-101.3891182,-104.0418386,-106.6945591,-109.3472795,-112,-114.6527205,-117.3054409,-119.9581614,-122.6108818,-125.2636023,-127.9163227,-130.5690432,-133.2217636
2530,47.67110694,11.04315197,4.936210131,0.574108818,-2.04315197,-2.915572233,-8.150093809,-11.63977486,-15.12945591,-18.61913696,-22.10881801,-25.59849906,-29.08818011,-32.57786116,-35.24193246,-37.90600375,-40.57007505,-43.23414634,-45.89821764,-48.56228893,-51.22636023,-53.89043152,-56.55450281,-59.21857411,-61.8826454,-64.5467167,-67.21078799,-69.87485929,-72.53893058,-75.20300188,-77.86707317,-80.53114447,-83.19521576,-85.85928705,-88.52335835,-91.18742964,-93.85150094,-96.51557223,-99.17964353,-101.8437148,-104.5077861,-107.1718574,-109.8359287,-112.5,-115.1640713,-117.8281426,-120.4922139,-123.1562852,-125.8203565,-128.4844278,-131.1484991,-133.8125704
2540,47.86313321,11.07129456,4.938086304,0.557223265,-2.071294559,-2.947467167,-8.204502814,-11.70919325,-15.21388368,-18.71857411,-22.22326454,-25.72795497,-29.2326454,-32.73733583,-35.41275797,-38.08818011,-40.76360225,-43.43902439,-46.11444653,-48.78986867,-51.46529081,-54.14071295,-56.81613508,-59.49155722,-62.16697936,-64.8424015,-67.51782364,-70.19324578,-72.86866792,-75.54409006,-78.2195122,-80.89493433,-83.57035647,-86.24577861,-88.92120075,-91.59662289,-94.27204503,-96.94746717,-99.62288931,-102.2983114,-104.9737336,-107.6491557,-110.3245779,-113,-115.6754221,-118.3508443,-121.0262664,-123.7016886,-126.3771107,-129.0525328,-131.727955,-134.4033771
2550,48.05515947,11.09943715,4.939962477,0.540337711,-2.099437148,-2.979362101,-8.25891182,-11.77861163,-15.29831144,-18.81801126,-22.33771107,-25.85741088,-29.37711069,-32.89681051,-35.58358349,-38.27035647,-40.95712946,-43.64390244,-46.33067542,-49.01744841,-51.70422139,-54.39099437,-57.07776735,-59.76454034,-62.45131332,-65.1380863,-67.82485929,-70.51163227,-73.19840525,-75.88517824,-78.57195122,-81.2587242,-83.94549719,-86.63227017,-89.31904315,-92.00581614,-94.69258912,-97.3793621,-100.0661351,-102.7529081,-105.4396811,-108.126454,-110.813227,-113.5,-116.186773,-118.873546,-121.5603189,-124.2470919,-126.9338649,-129.6206379,-132.3074109,-134.9941839
2560,48.24718574,11.12757974,4.941838649,0.523452158,-2.127579737,-3.011257036,-8.313320826,-11.84803002,-15.38273921,-18.91744841,-22.4521576,-25.98686679,-29.52157598,-33.05628518,-35.75440901,-38.45253283,-41.15065666,-43.84878049,-46.54690432,-49.24502814,-51.94315197,-54.6412758,-57.33939962,-60.03752345,-62.73564728,-65.43377111,-68.13189493,-70.83001876,-73.52814259,-76.22626642,-78.92439024,-81.62251407,-84.3206379,-87.01876173,-89.71688555,-92.41500938,-95.11313321,-97.81125704,-100.5093809,-103.2075047,-105.9056285,-108.6037523,-111.3018762,-114,-116.6981238,-119.3962477,-122.0943715,-124.7924953,-127.4906191,-130.188743,-132.8868668,-135.5849906
2570,48.43921201,11.15572233,4.943714822,0.506566604,-2.155722326,-3.04315197,-8.367729831,-11.91744841,-15.46716698,-19.01688555,-22.56660413,-26.1163227,-29.66604128,-33.21575985,-35.92523452,-38.63470919,-41.34418386,-44.05365854,-46.76313321,-49.47260788,-52.18208255,-54.89155722,-57.60103189,-60.31050657,-63.01998124,-65.72945591,-68.43893058,-71.14840525,-73.85787992,-76.5673546,-79.27682927,-81.98630394,-84.69577861,-87.40525328,-90.11472795,-92.82420263,-95.5336773,-98.24315197,-100.9526266,-103.6621013,-106.371576,-109.0810507,-111.7905253,-114.5,-117.2094747,-119.9189493,-122.628424,-125.3378987,-128.0473734,-130.756848,-133.4663227,-136.1757974
2580,48.63123827,11.18386492,4.945590994,0.489681051,-2.183864916,-3.075046904,-8.422138837,-11.98686679,-15.55159475,-19.1163227,-22.68105066,-26.24577861,-29.81050657,-33.37523452,-36.09606004,-38.81688555,-41.53771107,-44.25853659,-46.9793621,-49.70018762,-52.42101313,-55.14183865,-57.86266417,-60.58348968,-63.3043152,-66.02514071,-68.74596623,-71.46679174,-74.18761726,-76.90844278,-79.62926829,-82.35009381,-85.07091932,-87.79174484,-90.51257036,-93.23339587,-95.95422139,-98.6750469,-101.3958724,-104.1166979,-106.8375235,-109.558349,-112.2791745,-115,-117.7208255,-120.441651,-123.1624765,-125.8833021,-128.6041276,-131.3249531,-134.0457786,-136.7666041
2590,48.82326454,11.2120075,4.947467167,0.472795497,-2.212007505,-3.106941839,-8.476547842,-12.05628518,-15.63602251,-19.21575985,-22.79549719,-26.37523452,-29.95497186,-33.53470919,-36.26688555,-38.99906191,-41.73123827,-44.46341463,-47.19559099,-49.92776735,-52.65994371,-55.39212008,-58.12429644,-60.8564728,-63.58864916,-66.32082552,-69.05300188,-71.78517824,-74.5173546,-77.24953096,-79.98170732,-82.71388368,-85.44606004,-88.1782364,-90.91041276,-93.64258912,-96.37476548,-99.10694184,-101.8391182,-104.5712946,-107.3034709,-110.0356473,-112.7678236,-115.5,-118.2321764,-120.9643527,-123.6965291,-126.4287054,-129.1608818,-131.8930582,-134.6252345,-137.3574109
2600,49.01529081,11.24015009,4.94934334,0.455909944,-2.240150094,-3.138836773,-8.530956848,-12.12570356,-15.72045028,-19.315197,-22.90994371,-26.50469043,-30.09943715,-33.69418386,-36.43771107,-39.18123827,-41.92476548,-44.66829268,-47.41181989,-50.15534709,-52.8988743,-55.6424015,-58.38592871,-61.12945591,-63.87298311,-66.61651032,-69.36003752,-72.10356473,-74.84709193,-77.59061914,-80.33414634,-83.07767355,-85.82120075,-88.56472795,-91.30825516,-94.05178236,-96.79530957,-99.53883677,-102.282364,-105.0258912,-107.7694184,-110.5129456,-113.2564728,-116,-118.7435272,-121.4870544,-124.2305816,-126.9741088,-129.717636,-132.4611632,-135.2046904,-137.9482176
2610,49.20731707,11.26829268,4.951219512,0.43902439,-2.268292683,-3.170731707,-8.585365854,-12.19512195,-15.80487805,-19.41463415,-23.02439024,-26.63414634,-30.24390244,-33.85365854,-36.60853659,-39.36341463,-42.11829268,-44.87317073,-47.62804878,-50.38292683,-53.13780488,-55.89268293,-58.64756098,-61.40243902,-64.15731707,-66.91219512,-69.66707317,-72.42195122,-75.17682927,-77.93170732,-80.68658537,-83.44146341,-86.19634146,-88.95121951,-91.70609756,-94.46097561,-97.21585366,-99.97073171,-102.7256098,-105.4804878,-108.2353659,-110.9902439,-113.745122,-116.5,-119.254878,-122.0097561,-124.7646341,-127.5195122,-130.2743902,-133.0292683,-135.7841463,-138.5390244
2620,49.39934334,11.29643527,4.953095685,0.422138837,-2.296435272,-3.202626642,-8.639774859,-12.26454034,-15.88930582,-19.51407129,-23.13883677,-26.76360225,-30.38836773,-34.01313321,-36.7793621,-39.54559099,-42.31181989,-45.07804878,-47.84427767,-50.61050657,-53.37673546,-56.14296435,-58.90919325,-61.67542214,-64.44165103,-67.20787992,-69.97410882,-72.74033771,-75.5065666,-78.2727955,-81.03902439,-83.80525328,-86.57148218,-89.33771107,-92.10393996,-94.87016886,-97.63639775,-100.4026266,-103.1688555,-105.9350844,-108.7013133,-111.4675422,-114.2337711,-117,-119.7662289,-122.5324578,-125.2986867,-128.0649156,-130.8311445,-133.5973734,-136.3636023,-139.1298311
2630,49.59136961,11.32457786,4.954971857,0.405253283,-2.324577861,-3.234521576,-8.694183865,-12.33395872,-15.97373358,-19.61350844,-23.2532833,-26.89305816,-30.53283302,-34.17260788,-36.95018762,-39.72776735,-42.50534709,-45.28292683,-48.06050657,-50.8380863,-53.61566604,-56.39324578,-59.17082552,-61.94840525,-64.72598499,-67.50356473,-70.28114447,-73.0587242,-75.83630394,-78.61388368,-81.39146341,-84.16904315,-86.94662289,-89.72420263,-92.50178236,-95.2793621,-98.05694184,-100.8345216,-103.6121013,-106.3896811,-109.1672608,-111.9448405,-114.7224203,-117.5,-120.2775797,-123.0551595,-125.8327392,-128.6103189,-131.3878987,-134.1654784,-136.9430582,-139.7206379
2640,49.78339587,11.35272045,4.95684803,0.38836773,-2.35272045,-3.26641651,-8.748592871,-12.40337711,-16.05816135,-19.71294559,-23.36772983,-27.02251407,-30.67729831,-34.33208255,-37.12101313,-39.90994371,-42.6988743,-45.48780488,-48.27673546,-51.06566604,-53.85459662,-56.6435272,-59.43245779,-62.22138837,-65.01031895,-67.79924953,-70.58818011,-73.37711069,-76.16604128,-78.95497186,-81.74390244,-84.53283302,-87.3217636,-90.11069418,-92.89962477,-95.68855535,-98.47748593,-101.2664165,-104.0553471,-106.8442777,-109.6332083,-112.4221388,-115.2110694,-118,-120.7889306,-123.5778612,-126.3667917,-129.1557223,-131.9446529,-134.7335835,-137.5225141,-140.3114447
